Brand,Model,Interface,Form Factor,Capacities,Controller,Configuration,DRAM,HMB,NAND Brand,NAND Type,Layers,"R (Up to, in MB/s)","W (Up to, in MB/s)",Categories,Notes (*)
ADATA,Mars 980 Blade,x4 PCIe 5.0/NVMe,M.2,1TB,SMI SM2508,,Yes,N/A,,,,14000,13000,,
ADATA,Mars 980 Blade,x4 PCIe 5.0/NVMe,M.2,2TB,SMI SM2508,,Yes,N/A,,,,14000,13000,,
ADATA,Mars 980 Blade,x4 PCIe 5.0/NVMe,M.2,4TB,SMI SM2508,,Yes,N/A,,,,14000,13000,,
ADATA,Premium,x4 PCIe 4.0/NVMe,M.2,1TB,InnoGrit IG5236,"Quad-core, 8-ch",Yes,No,Micron,TLC,176,7400,6800,High-End NVMe,
ADATA,Premium,x4 PCIe 4.0/NVMe,M.2,2TB,InnoGrit IG5236,"Quad-core, 8-ch",Yes,No,Micron,TLC,176,7400,6800,High-End NVMe,
ADATA,Project Blackbird,x4 PCIe 5.0/NVMe,M.2,,InnoGrit IG5666,,,,,,,,,,
ADATA,Project NeonStorm,x4 PCIe 5.0/NVMe,M.2,1TB,SMI SM2508,,Yes,No,Micron,TLC,232,14000,12000,High-End NVMe,WC
ADATA,Project NeonStorm,x4 PCIe 5.0/NVMe,M.2,2TB,SMI SM2508,,Yes,No,Micron,TLC,232,14000,12000,High-End NVMe,WC
ADATA,Project NeonStorm,x4 PCIe 5.0/NVMe,M.2,4TB,SMI SM2508,,Yes,No,Micron,TLC,232,14000,12000,High-End NVMe,WC
ADATA,Project NeonStorm,x4 PCIe 5.0/NVMe,M.2,8TB,SMI SM2508,,Yes,No,Micron,TLC,232,14000,12000,High-End NVMe,WC
ADATA,Project Nighthawk,x4 PCIe 5.0/NVMe,M.2,,SMI SM2508,,,,,,,14000,?,,
ADATA,S20G,x4 PCIe 3.0/NVMe,M.2,500GB,Realtek RTS5763DL,"Dual-core, 4-ch, 8-CE/ch",No,Yes,,TLC,,2500,1800,Entry-Level NVMe,
ADATA,S20G,x4 PCIe 3.0/NVMe,M.2,1000GB,Realtek RTS5763DL,"Dual-core, 4-ch, 8-CE/ch",No,Yes,,TLC,,2500,1800,Entry-Level NVMe,
ADATA,S20G,x4 PCIe 3.0/NVMe,M.2,1TB,Realtek RTS5763DL,"Dual-core, 4-ch, 8-CE/ch",No,Yes,,TLC,,2500,1800,Entry-Level NVMe,
ADATA,S40G,x4 PCIe 3.0/NVMe,M.2,256GB,Realtek RTS5762,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64/96,3500,3000,Mid-Range NVMe,Heatsink + RGB; SX8100 Alt. (4TB QLC)
ADATA,S40G,x4 PCIe 3.0/NVMe,M.2,512GB,Realtek RTS5762,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64/96,3500,3000,Mid-Range NVMe,Heatsink + RGB; SX8100 Alt. (4TB QLC)
ADATA,S40G,x4 PCIe 3.0/NVMe,M.2,1TB,Realtek RTS5762,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64/96,3500,3000,Mid-Range NVMe,Heatsink + RGB; SX8100 Alt. (4TB QLC)
ADATA,S40G,x4 PCIe 3.0/NVMe,M.2,2TB,Realtek RTS5762,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64/96,3500,3000,Mid-Range NVMe,Heatsink + RGB; SX8100 Alt. (4TB QLC)
ADATA,S40G,x4 PCIe 3.0/NVMe,M.2,4TB,Realtek RTS5762,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64/96,3500,3000,Mid-Range NVMe,Heatsink + RGB; SX8100 Alt. (4TB QLC)
ADATA,S50,x4 PCIe 4.0/NVMe,M.2,1TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,5000,4400,Mid-Range NVMe,Heatsink
ADATA,S50,x4 PCIe 4.0/NVMe,M.2,2TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,5000,4400,Mid-Range NVMe,Heatsink
ADATA,S50 Lite,x4 PCIe 4.0/NVMe,M.2,1TB,SMI SM2267,"DC (28nm R5), 4-ch, 8-CE/ch",Yes,No,Micron,TLC,96,3900,3200,Mid-Range NVMe,Budget Gen4
ADATA,S50 Lite,x4 PCIe 4.0/NVMe,M.2,2TB,SMI SM2267,"DC (28nm R5), 4-ch, 8-CE/ch",Yes,No,Micron,TLC,96,3900,3200,Mid-Range NVMe,Budget Gen4
ADATA,S65G,x4 PCIe 4.0/NVMe,M.2,500GB,,,,,,,,6000,5000,,RGB
ADATA,S65G,x4 PCIe 4.0/NVMe,M.2,1000GB,,,,,,,,6000,5000,,RGB
ADATA,S65G,x4 PCIe 4.0/NVMe,M.2,2000GB,,,,,,,,6000,5000,,RGB
ADATA,S65G,x4 PCIe 4.0/NVMe,M.2,2TB,,,,,,,,6000,5000,,RGB
ADATA,S70/S70 Blade,x4 PCIe 4.0/NVMe,M.2,1TB, ,"Quad-core, 8-ch",Yes,No,Micron,TLC,96,7400,6400,High-End NVMe,176L change/upgrade
ADATA,S70/S70 Blade,x4 PCIe 4.0/NVMe,M.2,2TB, ,"Quad-core, 8-ch",Yes,No,Micron,TLC,96,7400,6400,High-End NVMe,176L change/upgrade
ADATA,SC680,USB 3.2 Gen 2x1,USB-C,240GB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC/QLC,64,530,460,Entry-Level SATA,Portable
ADATA,SC680,USB 3.2 Gen 2x1,USB-C,480GB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC/QLC,64,530,460,Entry-Level SATA,Portable
ADATA,SC680,USB 3.2 Gen 2x1,USB-C,960GB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC/QLC,64,530,460,Entry-Level SATA,Portable
ADATA,SC680,USB 3.2 Gen 2x1,USB-C,1920GB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC/QLC,64,530,460,Entry-Level SATA,Portable
ADATA,SC680,USB 3.2 Gen 2x1,USB-C,2TB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC/QLC,64,530,460,Entry-Level SATA,Portable
ADATA,SD600Q,USB 3.2 Gen 1x1,USB-A,240GB,Maxio MAS0902A,"Dual-core, 4-Ch, 8-CE/ch",No,N/A,Micron,QLC,64,440,430,Entry-Level SATA,Portable
ADATA,SD600Q,USB 3.2 Gen 1x1,USB-A,480GB,Maxio MAS0902A,"Dual-core, 4-Ch, 8-CE/ch",No,N/A,Micron,QLC,64,440,430,Entry-Level SATA,Portable
ADATA,SD600Q,USB 3.2 Gen 1x1,USB-A,960GB,Maxio MAS0902A,"Dual-core, 4-Ch, 8-CE/ch",No,N/A,Micron,QLC,64,440,430,Entry-Level SATA,Portable
ADATA,SD700,USB 3.2 Gen 1x1,USB-A,256GB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,32/64,440,430,Entry-Level SATA,Portable
ADATA,SD700,USB 3.2 Gen 1x1,USB-A,512GB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,32/64,440,430,Entry-Level SATA,Portable
ADATA,SD700,USB 3.2 Gen 1x1,USB-A,1TB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,32/64,440,430,Entry-Level SATA,Portable
ADATA,SD810,USB 3.2 Gen 2x2,USB-C,500GB,,,,,,,,2000,2000,,IP68; portable
ADATA,SD810,USB 3.2 Gen 2x2,USB-C,1000GB,,,,,,,,2000,2000,,IP68; portable
ADATA,SD810,USB 3.2 Gen 2x2,USB-C,2000GB,,,,,,,,2000,2000,,IP68; portable
ADATA,SD810,USB 3.2 Gen 2x2,USB-C,4000GB,,,,,,,,2000,2000,,IP68; portable
ADATA,SD810,USB 3.2 Gen 2x2,USB-C,4TB,,,,,,,,2000,2000,,IP68; portable
ADATA,SE760,USB 3.2 Gen 2x1,USB-C,256GB,Realtek RTS5763DL,"Dual-core, 4-ch, 8-CE/ch",No,Yes,Micron,TLC,64,1000,1000,Entry-Level NVMe,Portable
ADATA,SE760,USB 3.2 Gen 2x1,USB-C,512GB,Realtek RTS5763DL,"Dual-core, 4-ch, 8-CE/ch",No,Yes,Micron,TLC,64,1000,1000,Entry-Level NVMe,Portable
ADATA,SE760,USB 3.2 Gen 2x1,USB-C,1TB,Realtek RTS5763DL,"Dual-core, 4-ch, 8-CE/ch",No,Yes,Micron,TLC,64,1000,1000,Entry-Level NVMe,Portable
ADATA,SE800,USB 3.2 Gen 2x1,USB-C,512GB,InnoGrit IG5208,"Single R5, 4x4",No,Yes,Micron,TLC,64,1000,1000,Entry-Level NVMe,Portable
ADATA,SE800,USB 3.2 Gen 2x1,USB-C,1TB,InnoGrit IG5208,"Single R5, 4x4",No,Yes,Micron,TLC,64,1000,1000,Entry-Level NVMe,Portable
ADATA,SE880,USB 3.2 Gen 2x2,USB-C,500GB,,,,,,,,2000,2000,Entry-Level NVMe,Portable
ADATA,SE880,USB 3.2 Gen 2x2,USB-C,1000GB,,,,,,,,2000,2000,Entry-Level NVMe,Portable
ADATA,SE880,USB 3.2 Gen 2x2,USB-C,1TB,,,,,,,,2000,2000,Entry-Level NVMe,Portable
ADATA,SE900G,USB 3.2 Gen 2x2,USB-C,512GB,SMI SM2262,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,96,2000,2000,Mid-Range NVMe,Portable
ADATA,SE900G,USB 3.2 Gen 2x2,USB-C,1TB,SMI SM2262,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,96,2000,2000,Mid-Range NVMe,Portable
ADATA,SE900G,USB 3.2 Gen 2x2,USB-C,2TB,SMI SM2262,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,96,2000,2000,Mid-Range NVMe,Portable
ADATA,SE920,USB 4,USB-C,1TB,,,,,,,,3800,3700,,Portable
ADATA,SE920,USB 4,USB-C,2TB,,,,,,,,3800,3700,,Portable
ADATA,SU630/SU635,SATA/AHCI,"2.5""",240GB,Maxio MAS0902A,"Dual-core, 4-Ch, 8-CE/ch",No,N/A,Micron,QLC,64,520,450,Entry-Level SATA,
ADATA,SU630/SU635,SATA/AHCI,"2.5""",480GB,Maxio MAS0902A,"Dual-core, 4-Ch, 8-CE/ch",No,N/A,Micron,QLC,64,520,450,Entry-Level SATA,
ADATA,SU630/SU635,SATA/AHCI,"2.5""",960GB,Maxio MAS0902A,"Dual-core, 4-Ch, 8-CE/ch",No,N/A,Micron,QLC,64,520,450,Entry-Level SATA,
ADATA,SU650/SU655,SATA/AHCI,"2.5""",60GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,32/64,520,450,Entry-Level SATA,Change: Samsung 64L
ADATA,SU650/SU655,SATA/AHCI,"2.5""",120GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,32/64,520,450,Entry-Level SATA,Change: Samsung 64L
ADATA,SU650/SU655,SATA/AHCI,"2.5""",240GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,32/64,520,450,Entry-Level SATA,Change: Samsung 64L
ADATA,SU650/SU655,SATA/AHCI,"2.5""",480GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,32/64,520,450,Entry-Level SATA,Change: Samsung 64L
ADATA,SU650/SU655,SATA/AHCI,"2.5""",960GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,32/64,520,450,Entry-Level SATA,Change: Samsung 64L
ADATA,SU670,SATA/AHCI,"2.5""",,Realtek RTS5735DLQ,2-ch,,,,,,550,440,Entry-Level SATA,
ADATA,SU720,SATA/AHCI,"2.5""",500GB,,,No,N/A,Micron,QLC,,520,450,Entry-Level SATA,
ADATA,SU720,SATA/AHCI,"2.5""",1000GB,,,No,N/A,Micron,QLC,,520,450,Entry-Level SATA,
ADATA,SU720,SATA/AHCI,"2.5""",2000GB,,,No,N/A,Micron,QLC,,520,450,Entry-Level SATA,
ADATA,SU720,SATA/AHCI,"2.5""",2TB,,,No,N/A,Micron,QLC,,520,450,Entry-Level SATA,
ADATA,SU740,SATA/AHCI,"2.5""",500GB,,,No,N/A,Micron,QLC,,520,450,Entry-Level SATA,
ADATA,SU740,SATA/AHCI,"2.5""",1000GB,,,No,N/A,Micron,QLC,,520,450,Entry-Level SATA,
ADATA,SU740,SATA/AHCI,"2.5""",2000GB,,,No,N/A,Micron,QLC,,520,450,Entry-Level SATA,
ADATA,SU740,SATA/AHCI,"2.5""",2TB,,,No,N/A,Micron,QLC,,520,450,Entry-Level SATA,
ADATA,SU750/SU760,SATA/AHCI,"2.5""",256GB,Realtek RTS5733DMQ,2-ch,No,N/A,Micron,TLC,64,550,520,Entry-Level SATA,
ADATA,SU750/SU760,SATA/AHCI,"2.5""",512GB,Realtek RTS5733DMQ,2-ch,No,N/A,Micron,TLC,64,550,520,Entry-Level SATA,
ADATA,SU750/SU760,SATA/AHCI,"2.5""",1TB,Realtek RTS5733DMQ,2-ch,No,N/A,Micron,TLC,64,550,520,Entry-Level SATA,
ADATA,SU800/SX850,SATA/AHCI,"2.5"" & M.2 (1TB)",128GB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,32/64,560,520,Mid-Range SATA,Change: Samsung 64L
ADATA,SU800/SX850,SATA/AHCI,"2.5"" & M.2 (1TB)",256GB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,32/64,560,520,Mid-Range SATA,Change: Samsung 64L
ADATA,SU800/SX850,SATA/AHCI,"2.5"" & M.2 (1TB)",512GB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,32/64,560,520,Mid-Range SATA,Change: Samsung 64L
ADATA,SU800/SX850,SATA/AHCI,"2.5"" & M.2 (1TB)",1TB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,32/64,560,520,Mid-Range SATA,Change: Samsung 64L
ADATA,SU800/SX850,SATA/AHCI,"2.5"" & M.2 (1TB)",2TB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,32/64,560,520,Mid-Range SATA,Change: Samsung 64L
ADATA,Swordfish,x4 PCIe 3.0/NVMe,M.2,250GB,Realtek RTS5763DL,"Dual-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,96,1800,1200,Entry-Level NVMe,
ADATA,Swordfish,x4 PCIe 3.0/NVMe,M.2,500GB,Realtek RTS5763DL,"Dual-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,96,1800,1200,Entry-Level NVMe,
ADATA,Swordfish,x4 PCIe 3.0/NVMe,M.2,1000GB,Realtek RTS5763DL,"Dual-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,96,1800,1200,Entry-Level NVMe,
ADATA,Swordfish,x4 PCIe 3.0/NVMe,M.2,2000GB,Realtek RTS5763DL,"Dual-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,96,1800,1200,Entry-Level NVMe,
ADATA,Swordfish,x4 PCIe 3.0/NVMe,M.2,2TB,Realtek RTS5763DL,"Dual-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,96,1800,1200,Entry-Level NVMe,
ADATA,SX950U,SATA/AHCI,"2.5""",120GB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,32/64,560,520,Mid-Range SATA,<=240GB SKU uses 32L NAND
ADATA,SX950U,SATA/AHCI,"2.5""",240GB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,32/64,560,520,Mid-Range SATA,<=240GB SKU uses 32L NAND
ADATA,SX950U,SATA/AHCI,"2.5""",480GB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,32/64,560,520,Mid-Range SATA,<=240GB SKU uses 32L NAND
ADATA,SX950U,SATA/AHCI,"2.5""",960GB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,32/64,560,520,Mid-Range SATA,<=240GB SKU uses 32L NAND
ADATA,SX6000,x2 PCIe 2.0/NVMe,M.2,128GB,Realtek RTS5760,"Dual-core, 4-ch, 8-CE/ch",Yes,Yes,Micron,TLC,32,1000,800,Garbage,"Overheats, Obsolete"
ADATA,SX6000,x2 PCIe 2.0/NVMe,M.2,256GB,Realtek RTS5760,"Dual-core, 4-ch, 8-CE/ch",Yes,Yes,Micron,TLC,32,1000,800,Garbage,"Overheats, Obsolete"
ADATA,SX6000,x2 PCIe 2.0/NVMe,M.2,512GB,Realtek RTS5760,"Dual-core, 4-ch, 8-CE/ch",Yes,Yes,Micron,TLC,32,1000,800,Garbage,"Overheats, Obsolete"
ADATA,SX6000,x2 PCIe 2.0/NVMe,M.2,1TB,Realtek RTS5760,"Dual-core, 4-ch, 8-CE/ch",Yes,Yes,Micron,TLC,32,1000,800,Garbage,"Overheats, Obsolete"
ADATA,SX6000 Lite,x4 PCIe 3.0/NVMe,M.2,128GB,Realtek RTS5763DL,"Dual-core, 4-ch, 8-CE/ch",No,Yes,Micron,TLC,64,1700,1100,Entry-Level NVMe,
ADATA,SX6000 Lite,x4 PCIe 3.0/NVMe,M.2,256GB,Realtek RTS5763DL,"Dual-core, 4-ch, 8-CE/ch",No,Yes,Micron,TLC,64,1700,1100,Entry-Level NVMe,
ADATA,SX6000 Lite,x4 PCIe 3.0/NVMe,M.2,512GB,Realtek RTS5763DL,"Dual-core, 4-ch, 8-CE/ch",No,Yes,Micron,TLC,64,1700,1100,Entry-Level NVMe,
ADATA,SX6000 Lite,x4 PCIe 3.0/NVMe,M.2,1TB,Realtek RTS5763DL,"Dual-core, 4-ch, 8-CE/ch",No,Yes,Micron,TLC,64,1700,1100,Entry-Level NVMe,
ADATA,SX6000 Pro/S5,x4 PCIe 3.0/NVMe,M.2,256GB,Realtek RTS5763DL,"Dual-core, 4-ch, 8-CE/ch",No,Yes,Micron,TLC,64,2100,1500,Entry-Level NVMe,S5 heatsink
ADATA,SX6000 Pro/S5,x4 PCIe 3.0/NVMe,M.2,512GB,Realtek RTS5763DL,"Dual-core, 4-ch, 8-CE/ch",No,Yes,Micron,TLC,64,2100,1500,Entry-Level NVMe,S5 heatsink
ADATA,SX6000 Pro/S5,x4 PCIe 3.0/NVMe,M.2,1TB,Realtek RTS5763DL,"Dual-core, 4-ch, 8-CE/ch",No,Yes,Micron,TLC,64,2100,1500,Entry-Level NVMe,S5 heatsink
ADATA,SX7000,x4 PCIe 3.0/NVMe,M.2,128GB,SMI SM2260,"Dual R5, 8x4",Yes,No,,TLC,,1800,850,Entry-Level NVMe,SX8000 is SM2260 + MLC
ADATA,SX7000,x4 PCIe 3.0/NVMe,M.2,256GB,SMI SM2260,"Dual R5, 8x4",Yes,No,,TLC,,1800,850,Entry-Level NVMe,SX8000 is SM2260 + MLC
ADATA,SX7000,x4 PCIe 3.0/NVMe,M.2,512GB,SMI SM2260,"Dual R5, 8x4",Yes,No,,TLC,,1800,850,Entry-Level NVMe,SX8000 is SM2260 + MLC
ADATA,SX8100/S7,x4 PCIe 3.0/NVMe,M.2,512GB,Realtek RTS5762,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64/96,3500,3000,Mid-Range NVMe,Small DRAM; Samsung 64L; QLC at 4TB
ADATA,SX8100/S7,x4 PCIe 3.0/NVMe,M.2,1TB,Realtek RTS5762,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64/96,3500,3000,Mid-Range NVMe,Small DRAM; Samsung 64L; QLC at 4TB
ADATA,SX8100/S7,x4 PCIe 3.0/NVMe,M.2,2TB,Realtek RTS5762,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64/96,3500,3000,Mid-Range NVMe,Small DRAM; Samsung 64L; QLC at 4TB
ADATA,SX8100/S7,x4 PCIe 3.0/NVMe,M.2,4TB,Realtek RTS5762,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64/96,3500,3000,Mid-Range NVMe,Small DRAM; Samsung 64L; QLC at 4TB
ADATA,SX8200/S11,x4 PCIe 3.0/NVMe,M.2,240GB,SMI SM2262,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64,3200,1700,Mid-Range NVMe,
ADATA,SX8200/S11,x4 PCIe 3.0/NVMe,M.2,480GB,SMI SM2262,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64,3200,1700,Mid-Range NVMe,
ADATA,SX8200/S11,x4 PCIe 3.0/NVMe,M.2,960GB,SMI SM2262,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64,3200,1700,Mid-Range NVMe,
ADATA,SX8200 Pro/S11 Pro,x4 PCIe 3.0/NVMe,M.2,512GB,SMI SM2262EN,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64,3500,3000,Mid-Range NVMe,S11 Heatsink
ADATA,SX8200 Pro/S11 Pro,x4 PCIe 3.0/NVMe,M.2,1TB,SMI SM2262EN,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64,3500,3000,Mid-Range NVMe,S11 Heatsink
ADATA,SX8200 Pro/S11 Pro,x4 PCIe 3.0/NVMe,M.2,2TB,SMI SM2262EN,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64,3500,3000,Mid-Range NVMe,S11 Heatsink
ADATA,SX8800,x4 PCIe 3.0/NVMe,M.2,512GB,Realtek RTS5762,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64/96,3500,2700,Mid-Range NVMe,Single-sided
ADATA,SX8800,x4 PCIe 3.0/NVMe,M.2,1TB,Realtek RTS5762,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64/96,3500,2700,Mid-Range NVMe,Single-sided
ADATA,XPG Indigo,x4 PCIe 4.0/NVMe,M.2,Up to 4TB,SMI SM2264,"QC (12nm R8), 8-ch, 8-CE/ch",Yes,No,,,,7000,6000,,
ADATA,XPG Pearl,x4 PCIe 4.0/NVMe,M.2,Up to 4TB,SMI SM2267,"DC (28nm R5), 4-ch, 8-CE/ch",Yes,No,,,,4000,3000,,
ADATA,XPG Sage,x4 PCIe 4.0/NVMe,M.2,Up to 4TB,InnoGrit IG5236,"Quad-core, 8-ch",Yes,No,,,96,7000,6100,High-End NVMe,
Addlink,A90,x4 PCIe 4.0/NVMe,M.2,1TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,176,5000,4400,Mid-Range NVMe,
Addlink,A90,x4 PCIe 4.0/NVMe,M.2,2TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,176,5000,4400,Mid-Range NVMe,
Addlink,A90 Lite,x4 PCIe 4.0/NVMe,M.2,512GB,,,No,Yes,,,,5000,4200,Mid-Range NVMe,
Addlink,A90 Lite,x4 PCIe 4.0/NVMe,M.2,1TB,,,No,Yes,,,,5000,4200,Mid-Range NVMe,
Addlink,A90 Lite,x4 PCIe 4.0/NVMe,M.2,2TB,,,No,Yes,,,,5000,4200,Mid-Range NVMe,
Addlink,A90 Lite,x4 PCIe 4.0/NVMe,M.2,4TB,,,No,Yes,,,,5000,4200,Mid-Range NVMe,
Addlink,A92,x4 PCIe 4.0/NVMe,M.2,1TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Micron,QLC,96,4900,3600,Mid-Range NVMe,
Addlink,A92,x4 PCIe 4.0/NVMe,M.2,2TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Micron,QLC,96,4900,3600,Mid-Range NVMe,
Addlink,A92,x4 PCIe 4.0/NVMe,M.2,4TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Micron,QLC,96,4900,3600,Mid-Range NVMe,
Addlink,A93,x4 PCIe 4.0/NVMe,M.2,1TB,Maxio MAP1602,"R5, 4x8",,,,,,7400,6500,,
Addlink,A93,x4 PCIe 4.0/NVMe,M.2,2TB,Maxio MAP1602,"R5, 4x8",,,,,,7400,6500,,
Addlink,A93,x4 PCIe 4.0/NVMe,M.2,4TB,Maxio MAP1602,"R5, 4x8",,,,,,7400,6500,,
Addlink,A95,x4 PCIe 4.0/NVMe,M.2,1TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7400,7000,High-End NVMe,
Addlink,A95,x4 PCIe 4.0/NVMe,M.2,2TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7400,7000,High-End NVMe,
Addlink,A95,x4 PCIe 4.0/NVMe,M.2,4TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7400,7000,High-End NVMe,
Addlink,G55,x4 PCIe 4.0/NVMe,M.2,1TB,Phison E31T,,No,Yes,Kioxia,TLC,218,10300,9000,,
Addlink,G55,x4 PCIe 4.0/NVMe,M.2,2TB,Phison E31T,,No,Yes,Kioxia,TLC,218,10300,9000,,
Addlink,G55,x4 PCIe 4.0/NVMe,M.2,4TB,Phison E31T,,No,Yes,Kioxia,TLC,218,10300,9000,,
Addlink,P200,USB 3.2 Gen 2x1,USB-C,512GB,,,,,,,,1050,1000,,Portable
Addlink,P200,USB 3.2 Gen 2x1,USB-C,1TB,,,,,,,,1050,1000,,Portable
Addlink,P200,USB 3.2 Gen 2x1,USB-C,2TB,,,,,,,,1050,1000,,Portable
Addlink,S20,SATA/AHCI,"2.5""",256GB,Phison S10,"Quad-core, 8-ch, 4-CE/ch",Yes,N/A,Kioxia,TLC,64,530,500,Mid-Range SATA,May have S11 (Entry-Level SATA)
Addlink,S20,SATA/AHCI,"2.5""",512GB,Phison S10,"Quad-core, 8-ch, 4-CE/ch",Yes,N/A,Kioxia,TLC,64,530,500,Mid-Range SATA,May have S11 (Entry-Level SATA)
Addlink,S20,SATA/AHCI,"2.5""",1TB,Phison S10,"Quad-core, 8-ch, 4-CE/ch",Yes,N/A,Kioxia,TLC,64,530,500,Mid-Range SATA,May have S11 (Entry-Level SATA)
Addlink,S20M,SATA/AHCI,"2.5""",256GB,Maxio MAS080X,"Single-core, 4x8",No,N/A,,TLC,96,550,500,Entry-Level SATA,
Addlink,S20M,SATA/AHCI,"2.5""",512GB,Maxio MAS080X,"Single-core, 4x8",No,N/A,,TLC,96,550,500,Entry-Level SATA,
Addlink,S20M,SATA/AHCI,"2.5""",1TB,Maxio MAS080X,"Single-core, 4x8",No,N/A,,TLC,96,550,500,Entry-Level SATA,
Addlink,S22,SATA/AHCI,"2.5""",512GB,Phison S11T,"Single-core, 2-ch, 8-CE/ch",No,N/A,Intel,QLC,64,550,500,Entry-Level SATA,
Addlink,S22,SATA/AHCI,"2.5""",1TB,Phison S11T,"Single-core, 2-ch, 8-CE/ch",No,N/A,Intel,QLC,64,550,500,Entry-Level SATA,
Addlink,S22,SATA/AHCI,"2.5""",2TB,Phison S11T,"Single-core, 2-ch, 8-CE/ch",No,N/A,Intel,QLC,64,550,500,Entry-Level SATA,
