Producer,CPU Name,Processor Number,Brand Modifier,"Intel® Core™ 
Gen",# of Cores,# of P-cores,# of E-cores,# of Threads,Max Turbo Frequency (GHz),Performance-core Base Frequency (GHz),Efficient-core Base Frequency (GHz),Processor Base Frequency (GHz),Cache (MB),"Processor Base Power (previously Thermal Design Power (TDP)) 
(W)",Max Memory Size (dependent on memory type) GB,Memory Types (MT/s),Max # of PCI Express Lanes,Supported Socket,Processor Graphics,Graphics Max Dynamic Frequency (GHz),Intel® Optane™ Memory Supported,Intel® Turbo Boost Technology 2.0,Intel® Turbo Boost Max Technology 3.0,Intel® vPro™ Platform Eligibility,"Max Resolution for HDMI,
 Max Resolution for DP, 
Max Resolution for (eDP - Integrated Flat Panel)",Price
Intel,Intel Core i7-11700K,i7-11700K,i7,11th,8,N/A,N/A,16,5.00,N/A,N/A,3.60,16,125,128,DDR4-3200,20,LGA1200,UHD 750,1.30,Yes,Yes,Yes,Yes,"HDMI: 4096 x 2160 @ 60Hz
DP: 5120 x 3200 @ 60Hz
eDP: 5120 x 3200 @60Hz",0
Intel,Intel Core i7-11700F,i7-11700F,i7,11th,8,N/A,N/A,16,4.90,N/A,N/A,2.50,16,65,128,DDR4-3200,20,LGA1200,No ,N/A,Yes,Yes,Yes,No,N/A,0
Intel,Intel Core i5-11600T,i5-11600T,i5,11th,6,N/A,N/A,12,4.10,N/A,N/A,1.70,12,35,128,DDR4-3200,20,LGA1200,UHD 750,1.30,Yes,Yes,No,Yes,"HDMI: 4096 x 2160 @ 60Hz
DP: 5120 x 3200 @ 60Hz
eDP: 5120 x 3200 @60Hz",
Intel,Intel Core i5-11600KF,i5-11600KF,i5,11th,6,N/A,N/A,12,4.90,N/A,N/A,3.90,12,125,128,DDR4-3200,20,LGA1200,No ,N/A,Yes,Yes,No,No,N/A,
Intel,Intel Core i5-11600K,i5-11600K,i5,11th,6,N/A,N/A,12,4.90,N/A,N/A,3.90,12,125,128,DDR4-3200,20,LGA1200,UHD 750,1.30,Yes,Yes,No,Yes,"HDMI: 4096 x 2160 @ 60Hz
DP: 5120 x 3200 @ 60Hz
eDP: 5120 x 3200 @60Hz",199
Intel,Intel Core i5-11600,i5-11600,i5,11th,6,N/A,N/A,12,4.80,N/A,N/A,2.80,12,65,128,DDR4-3200,20,LGA1200,UHD 750,1.30,Yes,Yes,No,Yes,"HDMI: 4096 x 2160 @ 60Hz
DP: 5120 x 3200 @ 60Hz
eDP: 5120 x 3200 @60Hz",0
Intel,Intel Core i5-11500T,i5-11500T,i5,11th,6,N/A,N/A,12,3.90,N/A,N/A,1.50,12,35,128,DDR4-3200,20,LGA1200,UHD 750,1.20,Yes,Yes,No,Yes,"HDMI: 4096 x 2160 @ 60Hz
DP: 5120 x 3200 @ 60Hz
eDP: 5120 x 3200 @60Hz",
Intel,Intel Core i5-11500,i5-11500,i5,11th,6,N/A,N/A,12,4.60,N/A,N/A,2.70,12,65,128,DDR4-3200,20,LGA1200,UHD 750,1.30,Yes,Yes,No,Yes,"HDMI: 4096 x 2160 @ 60Hz
DP: 5120 x 3200 @ 60Hz
eDP: 5120 x 3200 @ 60Hz",
Intel,Intel Core i5-11400F,i5-11400F,i5,11th,6,N/A,N/A,12,4.40,N/A,N/A,2.60,12,65,128,DDR4-3200,20,LGA1200,No ,N/A,Yes,Yes,No,No,N/A,0
Intel,Intel Core i3-10325,i3-10325,i3,10th,4,N/A,N/A,8,4.70,N/A,N/A,3.90,8,65,128,DDR4-2666,16,LGA1200,UHD 630,1.15,Yes,Yes,No,No,"HDMI: 4096 x 2160 @ 30Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",0
Intel,Intel Core i3-10305T,i3-10305T,i3,10th,4,N/A,N/A,8,4.00,N/A,N/A,3.00,8,35,128,DDR4-2666,16,LGA1200,UHD 630,1.10,Yes,Yes,No,No,"HDMI: 4096 x 2160 @ 30Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",
Intel,Intel Core i3-10305,i3-10305,i3,10th,4,N/A,N/A,8,4.50,N/A,N/A,3.80,8,65,128,DDR4-2666,16,LGA1200,UHD 630,1.15,Yes,Yes,No,No,"HDMI: 4096 x 2160 @ 30Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",0
Intel,Intel Core i3-10105T,i3-10105T,i3,10th,4,N/A,N/A,8,3.90,N/A,N/A,3.00,6,35,128,DDR4-2666,16,LGA1200,UHD 630,1.10,Yes,Yes,No,No,"HDMI: 4096 x 2160 @ 30Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",
Intel,Intel Core i3-10105,i3-10105,i3,10th,4,N/A,N/A,8,4.40,N/A,N/A,3.70,6,65,128,DDR4-2666,16,LGA1200,UHD 630,1.10,Yes,Yes,No,No,"HDMI: 4096 x 2160 @ 30Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",
Intel,Intel Core i3-10105F,i3-10105F,i3,10th,4,N/A,N/A,8,4.40,N/A,N/A,3.70,6,65,128,DDR4-2666,16,LGA1200,No ,N/A,Yes,Yes,No,No,N/A,
Intel,Intel Core i3-10100F,i3-10100F,i3,10th,4,N/A,N/A,8,4.30,N/A,N/A,3.60,6,65,128,DDR4-2666,16,LGA1200,No ,N/A,Yes,Yes,No,No,N/A,0
Intel,Intel Core i9-10850K,i9-10850K,i9,10th,10,N/A,N/A,20,5.20,N/A,N/A,3.60,20,125,128,DDR4-2933,16,LGA1200,UHD 630,1.20,Yes,Yes,Yes,No,"HDMI: 4096 x 2160 @ 30Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",0
Intel,Intel Core i9-10900T,i9-10900T,i9,10th,10,N/A,N/A,20,4.60,N/A,N/A,1.90,20,35,128,DDR4-2933,16,LGA1200,UHD 630,1.20,Yes,Yes,Yes,Yes,"HDMI: 4096 x 2160 @ 30Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",
Intel,Intel Core i9-10900KF,i9-10900KF,i9,10th,10,N/A,N/A,20,5.30,N/A,N/A,3.70,20,125,128,DDR4-2933,16,LGA1200,No ,N/A,Yes,Yes,Yes,No,N/A,
Intel,Intel Core i9-10900K,i9-10900K,i9,10th,10,N/A,N/A,20,5.30,N/A,N/A,3.70,20,125,128,DDR4-2933,16,LGA1200,UHD 630,1.20,Yes,Yes,Yes,Yes,"HDMI: 4096 x 2160 @ 30Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",0
Intel,Intel Core i9-10900F,i9-10900F,i9,10th,10,N/A,N/A,20,5.20,N/A,N/A,2.80,20,65,128,DDR4-2933,16,LGA1200,No ,N/A,Yes,Yes,Yes,No,N/A,0
Intel,Intel Core i9-10900,i9-10900,i9,10th,10,N/A,N/A,20,5.20,N/A,N/A,2.80,20,65,128,DDR4-2933,16,LGA1200,UHD 630,1.20,Yes,Yes,Yes,Yes,"HDMI: 4096 x 2160 @ 30Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",582
Intel,Intel Core i7-10700T,i7-10700T,i7,10th,8,N/A,N/A,16,4.50,N/A,N/A,2.00,16,35,128,DDR4-2933,16,LGA1200,UHD 630,1.20,Yes,Yes,Yes,yes,"HDMI: 4096 x 2304 @ 24Hz
DP: 3840 x 2160 @ 60Hz
eDP: 3840x 2160 @ 60Hz",
Intel,Intel Core i7-10700KF,i7-10700KF,i7,10th,8,N/A,N/A,16,5.10,N/A,N/A,3.80,16,125,128,DDR4-2933,16,LGA1200,No ,N/A,Yes,Yes,Yes,No,N/A,
Intel,Intel Core i7-10700K,i7-10700K,i7,10th,8,N/A,N/A,16,5.10,N/A,N/A,3.80,16,125,128,DDR4-2933,16,LGA1200,UHD 630,1.20,Yes,Yes,Yes,Yes,"HDMI: 4096 x 2160 @ 30Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",380.99
Intel,Intel Core i7-10700F,i7-10700F,i7,10th,8,N/A,N/A,16,4.80,N/A,N/A,2.90,16,65,128,DDR4-2933,16,LGA1200,No ,N/A,Yes,Yes,Yes,No,N/A,299
Intel,Intel Core i7-10700,i7-10700,i7,10th,8,N/A,N/A,16,4.80,N/A,N/A,2.90,16,65,128,DDR4-2933,16,LGA1200,UHD 630,1.20,Yes,Yes,Yes,yes,"HDMI: 4096 x 2160 @ 30Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",0
Intel,Intel Core i5-10600T,i5-10600T,i5,10th,6,N/A,N/A,12,4.00,N/A,N/A,2.40,12,35,128,DDR4-2666,16,LGA1200,UHD 630,1.20,Yes,Yes,No,Yes,"HDMI: 4096 x 2160 @ 30Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",
Intel,Intel Core i5-10600KF,i5-10600KF,i5,10th,6,N/A,N/A,12,4.80,N/A,N/A,4.10,12,125,128,DDR4-2666,16,LGA1200,No ,N/A,Yes,Yes,No,No,N/A,
Intel,Intel Core i5-10600K,i5-10600K,i5,10th,6,N/A,N/A,12,4.80,N/A,N/A,4.10,12,125,128,DDR4-2666,16,LGA1200,UHD 630,1.20,Yes,Yes,No,Yes,"HDMI: 4096 x 2160 @ 30Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",249
Intel,Intel Core i5-10600,i5-10600,i5,10th,6,N/A,N/A,12,4.80,N/A,N/A,3.30,12,65,128,DDR4-2666,16,LGA1200,UHD 630,1.20,Yes,Yes,No,Yes,"HDMI: 4096 x 2160 @ 30Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",529.95
Intel,Intel Core i5-10500T,i5-10500T,i5,10th,6,N/A,N/A,12,3.80,N/A,N/A,2.30,12,35,128,DDR4-2666,16,LGA1200,UHD 630,1.15,Yes,Yes,No,Yes,"HDMI: 4096 x 2160 @ 30Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",
Intel,Intel Core i5-10500,i5-10500,i5,10th,6,N/A,N/A,12,4.50,N/A,N/A,3.10,12,65,128,DDR4-2666,16,LGA1200,UHD 630,1.15,Yes,Yes,No,Yes,"HDMI: 4096 x 2160 @ 30Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",229.95
Intel,Intel Core i5-10400T,i5-10400T,i5,10th,6,N/A,N/A,12,3.60,N/A,N/A,2.00,12,35,128,DDR4-2666,16,LGA1200,UHD 630,1.10,Yes,Yes,No,No,"HDMI: 4096 x 2160 @ 30Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",
Intel,Intel Core i5-10400F,i5-10400F,i5,10th,6,N/A,N/A,12,4.30,N/A,N/A,2.90,12,65,128,DDR4-2666,16,LGA1200,No ,N/A,Yes,Yes,No,No,N/A,177.89
Intel,Intel Core i5-10400,i5-10400,i5,10th,6,N/A,N/A,12,4.30,N/A,N/A,2.90,12,65,128,DDR4-2666,16,LGA1200,UHD 630,1.10,Yes,Yes,No,No,"HDMI: 4096 x 2160 @ 30Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",179.99
Intel,Intel Core i3-10320,i3-10320,i3,10th,4,N/A,N/A,8,4.60,N/A,N/A,3.80,8,65,128,DDR4-2666,16,LGA1200,UHD 630,1.15,Yes,Yes,No,No,"HDMI: 4096 x 2160 @ 30Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",120
Intel,Intel Core i3-10300T,i3-10300T,i3,10th,4,N/A,N/A,8,3.90,N/A,N/A,3.00,8,35,128,DDR4-2666,16,LGA1200,UHD 630,1.10,Yes,Yes,No,No,"HDMI: 4096 x 2160 @ 30Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",
Intel,Intel Core i3-10300,i3-10300,i3,10th,4,N/A,N/A,8,4.40,N/A,N/A,3.70,8,65,128,DDR4-2666,16,LGA1200,UHD 630,1.15,Yes,Yes,No,No,"HDMI: 4096 x 2160 @ 30Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",0
Intel,Intel Core i3-10100T,i3-10100T,i3,10th,4,N/A,N/A,8,3.80,N/A,N/A,3.00,6,35,128,DDR4-2666,16,LGA1200,UHD 630,1.10,Yes,Yes,No,No,"HDMI: 4096 x 2160 @ 30Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",0
Intel,Intel Core i3-10100,i3-10100,i3,10th,4,N/A,N/A,8,4.30,N/A,N/A,3.60,6,65,128,DDR4-2666,16,LGA1200,UHD 630,1.10,Yes,Yes,No,No,"HDMI: 4096 x 2160 @ 30Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",149.99
Intel,Intel Core i9-9900KS,i9-9900KS,i9,9th ,8,N/A,N/A,16,5.00,N/A,N/A,4.00,16,127,128,DDR4-2666,16,LGA1151,UHD 630,1.20,Yes,Yes,No,No,"HDMI: 4096 x 2304 @ 24Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",
Intel,Intel Core i9-10980XE,i9-10980XE,i9, X-series ,18,N/A,N/A,36,4.80,N/A,N/A,3.00,24.75,165,256,DDR4-2933,48,LGA2066,No ,N/A,Yes,Yes,Yes,No,N/A,
Intel,Intel Core i9-10940X,i9-10940X,i9, X-series ,14,N/A,N/A,28,4.80,N/A,N/A,3.30,19.25,165,256,DDR4-2933,48,LGA2066,No ,N/A,Yes,Yes,Yes,No,N/A,847.16
Intel,Intel Core i9-10920X,i9-10920X,i9, X-series ,12,N/A,N/A,24,4.80,N/A,N/A,3.50,19.25,165,256,DDR4-2933,48,LGA2066,No ,N/A,Yes,Yes,Yes,No,N/A,869.95
Intel,Intel Core i9-10900X,i9-10900X,i9, X-series ,10,N/A,N/A,20,4.70,N/A,N/A,3.70,19.25,165,256,DDR4-2933,48,LGA2066,No ,N/A,Yes,Yes,Yes,No,N/A,
Intel,Intel Core i9-9900T,i9-9900T,i9,9th ,8,N/A,N/A,16,4.40,N/A,N/A,2.10,16,35,128,DDR4-2666,16,LGA1151,UHD 630,1.20,Yes,Yes,No,Yes,"HDMI: 4096 x 2304 @ 24Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",0
Intel,Intel Core i9-9900,i9-9900,i9,9th ,8,N/A,N/A,16,5.00,N/A,N/A,3.10,16,65,128,DDR4-2666,16,LGA1151,UHD 630,1.20,Yes,Yes,No,Yes,"HDMI: 4096 x 2304 @ 24Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",0
Intel,Intel Core i7-9700T,i7-9700T,i7,9th ,8,N/A,N/A,8,4.30,N/A,N/A,2.00,12,35,128,DDR4-2666,16,LGA1151,UHD 630,1.20,Yes,Yes,No,Yes,"HDMI: 4096 x 2304 @ 24Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",0
Intel,Intel Core i7-9700F,i7-9700F,i7,9th ,8,N/A,N/A,8,4.70,N/A,N/A,3.00,12,65,128,DDR4-2666,16,LGA1151,No ,N/A,Yes,Yes,No,No,N/A,247.3
Intel,Intel Core i7-9700,i7-9700,i7,9th ,8,N/A,N/A,8,4.70,N/A,N/A,3.00,12,65,128,DDR4-2666,16,LGA1151,UHD 630,1.20,Yes,Yes,No,Yes,"HDMI: 4096 x 2304 @ 24Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",283.47
Intel,Intel Core i5-9600T,i5-9600T,i5,9th ,6,N/A,N/A,6,3.90,N/A,N/A,2.30,9,35,128,DDR4-2666,16,LGA1151,UHD 630,1.15,Yes,Yes,No,Yes,"HDMI: 4096 x 2304 @ 24Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",0
Intel,Intel Core i5-9600,i5-9600,i5,9th ,6,N/A,N/A,6,4.60,N/A,N/A,3.10,9,65,128,DDR4-2666,16,LGA1151,UHD 630,1.15,Yes,Yes,No,Yes,"HDMI: 4096 x 2304 @ 24Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",304.35
Intel,Intel Core i5-9500T,i5-9500T,i5,9th ,6,N/A,N/A,6,3.70,N/A,N/A,2.20,9,35,128,DDR4-2666,16,LGA1151,UHD 630,1.10,Yes,Yes,No,Yes,"HDMI: 4096 x 2304 @ 24Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",0
Intel,Intel Core i5-9500F,i5-9500F,i5,9th ,6,N/A,N/A,6,4.40,N/A,N/A,3.00,9,65,128,DDR4-2666,16,LGA1151,No ,N/A,Yes,Yes,No,No,N/A,0
Intel,Intel Core i5-9500,i5-9500,i5,9th ,6,N/A,N/A,6,4.40,N/A,N/A,3.00,9,65,128,DDR4-2666,16,LGA1151,UHD 630,1.10,Yes,Yes,No,Yes,"HDMI: 4096 x 2304 @ 24Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",0
Intel,Intel Core i5-9400T,i5-9400T,i5,9th ,6,N/A,N/A,6,3.40,N/A,N/A,1.80,9,35,128,DDR4-2666,16,LGA1151,UHD 630,1.05,Yes,Yes,No,No,"HDMI: 4096 x 2304 @ 24Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",0
Intel,Intel Core i3-9350K,i3-9350K,i3,9th ,4,N/A,N/A,4,4.60,N/A,N/A,4.00,8,91,64,DDR4-2400,16,LGA1151,UHD 630,1.15,Yes,Yes,No,No,"HDMI: 4096 x 2304 @ 24Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",0
Intel,Intel Core i3-9320,i3-9320,i3,9th ,4,N/A,N/A,4,4.40,N/A,N/A,3.70,8,62,64,DDR4-2400,16,LGA1151,UHD 630,1.15,Yes,Yes,No,No,"HDMI: 4096 x 2304 @ 24Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",0
Intel,Intel Core i3-9300T,i3-9300T,i3,9th ,4,N/A,N/A,4,3.80,N/A,N/A,3.20,8,35,64,DDR4-2400,16,LGA1151,UHD 630,1.10,Yes,Yes,No,No,"HDMI: 4096 x 2304 @ 24Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",
Intel,Intel Core i3-9300,i3-9300,i3,9th ,4,N/A,N/A,4,4.30,N/A,N/A,3.70,8,62,64,DDR4-2400,16,LGA1151,UHD 630,1.15,Yes,Yes,No,No,"HDMI: 4096 x 2304 @ 24Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",0
Intel,Intel Core i3-9100T,i3-9100T,i3,9th ,4,N/A,N/A,4,3.70,N/A,N/A,3.10,6,35,64,DDR4-2400,16,LGA1151,UHD 630,1.10,Yes,Yes,No,No,"HDMI: 4096 x 2304 @ 24Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",0
Intel,Intel Core i3-9100F,i3-9100F,i3,9th ,4,N/A,N/A,4,4.20,N/A,N/A,3.60,6,65,64,DDR4-2400,16,LGA1151,No ,N/A,Yes,Yes,No,No,N/A,96
Intel,Intel Core i3-9100,i3-9100,i3,9th ,4,N/A,N/A,4,4.20,N/A,N/A,3.60,6,65,64,DDR4-2400,16,LGA1151,UHD 630,1.10,Yes,Yes,No,No,"HDMI: 4096 x 2304 @ 24Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",
Intel,Intel Core i9-9900KF,i9-9900KF,i9,9th ,8,N/A,N/A,16,5.00,N/A,N/A,3.60,16,95,128,DDR4-2666,16,LGA1151,No ,N/A,Yes,Yes,No,No,N/A,399
Intel,Intel Core i7-9700KF,i7-9700KF,i7,9th ,8,N/A,N/A,8,4.90,N/A,N/A,3.60,12,95,128,DDR4-2666,16,LGA1151,No ,N/A,Yes,Yes,No,No,N/A,
Intel,Intel Core i5-9600KF,i5-9600KF,i5,9th ,6,N/A,N/A,6,4.60,N/A,N/A,3.70,9,95,128,DDR4-2666,16,LGA1151,No ,N/A,Yes,Yes,No,No,N/A,269.95
Intel,Intel Core i5-9400F,i5-9400F,i5,9th ,6,N/A,N/A,6,4.10,N/A,N/A,2.90,9,65,128,DDR4-2666,16,LGA1151,No ,N/A,Yes,Yes,No,No,N/A,0
Intel,Intel Core i5-9400,i5-9400,i5,9th ,6,N/A,N/A,6,4.10,N/A,N/A,2.90,9,65,128,DDR4-2666,16,LGA1151,UHD 630,1.10,Yes,Yes,No,No,"HDMI: 4096 x 2304 @ 24Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",144
Intel,Intel Core i3-9350KF,i3-9350KF,i3,9th ,4,N/A,N/A,4,4.60,N/A,N/A,4.00,8,91,64,DDR4-2400,16,LGA1151,No ,N/A,Yes,Yes,No,No,N/A,0
Intel,Intel Core i9-9980XE,i9-9980XE,i9, X-series ,18,N/A,N/A,36,4.50,N/A,N/A,3.00,24.75,165,128,DDR4-2666,44,LGA2066,No ,N/A,Yes,Yes,Yes,No,N/A,
Intel,Intel Core i9-9960X,i9-9960X,i9, X-series ,16,N/A,N/A,32,4.50,N/A,N/A,3.10,22,165,128,DDR4-2666,44,LGA2066,No ,N/A,Yes,Yes,Yes,No,N/A,999.99
Intel,Intel Core i9-9940X,i9-9940X,i9, X-series ,14,N/A,N/A,28,4.50,N/A,N/A,3.30,19.25,165,128,DDR4-2666,44,LGA2066,No ,N/A,Yes,Yes,Yes,No,N/A,1498.95
Intel,Intel Core i9-9920X,i9-9920X,i9, X-series ,12,N/A,N/A,24,4.50,N/A,N/A,3.50,19.25,165,128,DDR4-2666,44,LGA2066,No ,N/A,Yes,Yes,Yes,No,N/A,0
Intel,Intel Core i9-9900X,i9-9900X,i9, X-series ,10,N/A,N/A,20,4.50,N/A,N/A,3.50,19.25,165,128,DDR4-2666,44,LGA2066,No ,N/A,Yes,Yes,Yes,No,N/A,499.99
Intel,Intel Core i9-9900K,i9-9900K,i9,9th ,8,N/A,N/A,16,5.00,N/A,N/A,3.60,16,95,128,DDR4-2666,16,LGA1151,UHD 630,1.20,Yes,Yes,No,Yes,"HDMI: 4096 x 2304 @ 24Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",447
Intel,Intel Core i9-9820X,i9-9820X,i9, X-series ,10,N/A,N/A,20,4.20,N/A,N/A,3.30,16.5,165,128,DDR4-2666,44,LGA2066,No ,N/A,Yes,Yes,Yes,No,N/A,0
Intel,Intel Core i7-9800X,i7-9800X,i7, X-series ,8,N/A,N/A,16,4.50,N/A,N/A,3.80,16.5,165,128,DDR4-2666,44,LGA2066,No ,N/A,Yes,Yes,Yes,No,N/A,0
Intel,Intel Core i7-9700K,i7-9700K,i7,9th ,8,N/A,N/A,8,4.90,N/A,N/A,3.60,12,95,128,DDR4-2666,16,LGA1151,UHD 630,1.20,Yes,Yes,No,Yes,"HDMI: 4096 x 2304 @ 24Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",277.23
Intel,Intel Core i5-9600k,i5-9600k,i5,9th ,6,N/A,N/A,6,4.60,N/A,N/A,3.70,9,95,128,DDR4-2666,16,LGA1151,UHD 630,1.15,Yes,Yes,No,Yes,"HDMI: 4096 x 2304 @ 24Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",139.74
Intel,Intel Core i7-8700T,i7-8700T,i7,8th ,6,N/A,N/A,12,4.00,N/A,N/A,2.40,12,35,128,DDR4-2666,16,LGA1151,UHD 630,1.20,Yes,Yes,No,Yes,"HDMI: 4096 x 2304 @ 24Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",269.18
Intel,Intel Core i7+8700,i7+8700,i7,8th ,6,N/A,N/A,12,4.60,N/A,N/A,3.20,12,65,64,DDR4-2666,16,LGA1151,UHD 630,1.20,Yes,Yes,No,Yes,"HDMI: 4096 x 2304 @ 24Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",
Intel,Intel Core i7-8086K,i7-8086K,i7,8th ,6,N/A,N/A,12,5.00,N/A,N/A,4.00,12,95,128,DDR4-2666,16,LGA1151,UHD 630,1.20,Yes,Yes,No,No,"HDMI: 4096 x 2304 @ 24Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",0
Intel,Intel Core i5-8600T,i5-8600T,i5,8th ,6,N/A,N/A,6,3.70,N/A,N/A,2.30,9,35,128,DDR4-2666,16,LGA1151,UHD 630,1.15,Yes,Yes,No,Yes,"HDMI: 4096 x 2304 @ 24Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",0
Intel,Intel Core i5-8600,i5-8600,i5,8th ,6,N/A,N/A,6,4.30,N/A,N/A,3.10,9,65,128,DDR4-2666,16,LGA1151,UHD 630,1.15,Yes,Yes,No,Yes,"HDMI: 4096 x 2304 @ 24Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",164.85
Intel,Intel Core i5-8500T,i5-8500T,i5,8th ,6,N/A,N/A,6,3.50,N/A,N/A,2.10,9,35,128,DDR4-2666,16,LGA1151,UHD 630,1.10,Yes,Yes,No,Yes,"HDMI: 4096 x 2304 @ 24Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",
Intel,Intel Core i5-8500,i5-8500,i5,8th ,6,N/A,N/A,6,4.10,N/A,N/A,3.00,9,65,128,DDR4-2666,16,LGA1151,UHD 630,1.10,Yes,Yes,No,Yes,"HDMI: 4096 x 2304 @ 24Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",118.91
Intel,Intel Core i5-8400T,i5-8400T,i5,8th ,6,N/A,N/A,6,3.30,N/A,N/A,1.70,9,35,128,DDR4-2666,16,LGA1151,UHD 630,1.05,Yes,Yes,No,No,"HDMI: 4096 x 2304 @ 24Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",107.37
Intel,Intel Core i5-8400,i5-8400,i5,8th ,6,N/A,N/A,6,4.00,N/A,N/A,2.80,9,65,128,DDR4-2666,16,LGA1151,UHD 630,1.05,Yes,Yes,No,No,"HDMI: 4096 x 2304 @ 24Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",139
Intel,Intel Core i3-8300T,i3-8300T,i3,8th ,4,N/A,N/A,4,N/A,N/A,N/A,3.20,8,35,64,DDR4-2400,16,LGA1151,UHD 630,1.10,Yes,No,No,No,"HDMI: 4096 x 2304 @ 24Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",
Intel,Intel Core i3-8300,i3-8300,i3,8th ,4,N/A,N/A,4,N/A,N/A,N/A,3.70,8,62,64,DDR4-2400,16,LGA1151,UHD 630,1.15,Yes,No,No,No,"HDMI: 4096 x 2304 @ 24Hz
DP: 4096 x 2304 @ 60Hz
eDP: 4096 x 2304 @ 60Hz",0
