Name,Type,Color,Power Supply,Side Panel,External volume,"Internal 3.5"" bays",Rating,Price
Cooler Master QUBE 540,ATX Mid Tower,Black,None,Tempered Glass,48.6,1,1,69.98
Jonsbo D32 PRO,MicroATX Desktop,White,None,Tempered Glass,25.7,2,3,78.98
Jonsbo N3,Mini ITX Desktop,Black,None,None,18.2,0,3,159.59
DIYPC DIY-ATX08-Wood,ATX Mid Tower,Black / Brown,None,Tempered Glass,49.3,2,0,68.91
Lian Li PC-O11 Dynamic,ATX Full Tower,Black,None,Tempered Glass,54,3,118,
Deepcool MATREXX 30,MicroATX Mini Tower,Black,None,Tempered Glass,29.6,3,24,
Lian Li O11 Dynamic EVO,ATX Mid Tower,White / Gray,None,Tempered Glass,60.8,6,42,
Corsair iCUE LINK 3500X RGB,ATX Mid Tower,Black,None,Tempered Glass,55.9,2,4,112.99
Thermaltake Versa H21,ATX Mid Tower,Black,None,None,42.8,3,18,59.98
Lian Li TU150,Mini ITX Desktop,Black,None,None,23.8,1,1,74.99
Jonsbo N2,Mini ITX Desktop,Black,None,None,11.1,5,3,
Asus Prime AP303,ATX Mid Tower,Black,None,Mesh,44.3,1,0,96.99
Montech AIR 100 LITE,MicroATX Mid Tower,Black,None,Tempered Glass,36.1,2,10,
HYTE Y40,ATX Mid Tower,White / Black,None,Tempered Glass,49.7,1,10,109.99
Deepcool CG530 4F,ATX Mid Tower,White,None,Tinted Acrylic,50,2,1,
Corsair Obsidian Series 1000D,ATX Full Tower,Black,None,Tempered Glass,149.1,5,9,
Corsair 2500X,MicroATX Mini Tower,White,None,Tempered Glass,54.8,2,5,159.99
HYTE Y60 Snow White,ATX Mid Tower,White,None,Tempered Glass,60,2,7,159.99
NZXT H9 Flow RGB ,ATX Mid Tower,White,None,Tempered Glass,76.7,2,1,139.99
Montech X5,ATX Mid Tower,White,None,Tempered Glass,51.6,2,0,64.9
Rosewill FBM-X3,MicroATX Mid Tower,Black,650 W,Tempered Glass,37,2,3,
Cooler Master Cosmos C700M,ATX Full Tower,Silver / Black,None,Tempered Glass,,4,3,577.99
Montech KING 65 PRO,ATX Mid Tower,Black,None,Tempered Glass,63,2,3,94.99
Montech AIR 903 MAX,ATX Mid Tower,White,None,Tempered Glass,54.2,2,15,79.98
Thermaltake Core W200,ATX Full Tower,Black,None,Acrylic,,4,0,499.99
Silverstone RM52,Rackmount 5U,Black,None,None,58.6,4,0,525.29
Cooler Master MasterBox TD500 Mesh V2,ATX Mid Tower,,None,Tempered Glass,52.4,2,4,102.99
Zalman T8,ATX Mid Tower,Black,None,None,33.4,2,0,48.99
Fractal Design Mood,Mini ITX Tower,Black,None,Mesh,20.4,1,1,164.99
Fractal Design Pop XL Air,ATX Full Tower,White,None,Tempered Glass,62.4,3,3,119.99
Okinos Aqua 9 ARGB,ATX Mid Tower,Black,None,Tempered Glass,54.4,1,0,116.43
Silverstone SG13,Mini ITX Tower,Black,None,None,11.5,1,45,72.73
Deepcool CH160,Mini ITX Desktop,White,None,Tempered Glass,19.1,1,2,
CyberPowerPC MASTERBOX NR640,ATX Mid Tower,Black,None,Tempered Glass,47.3,4,0,
Lian Li O11 Vision,ATX Mid Tower,White,None,Tempered Glass,67.8,2,17,
Thermaltake AX700,ATX Full Tower,Black,None,Mesh,141.4,18,0,399.99
APNX Creator C1,ATX Mid Tower,White,None,Tempered Glass,53.6,3,1,
Phanteks Enthoo Pro Closed Panel,ATX Full Tower,Black,None,None,69.1,6,9,110.99
Lian Li O11 Dynamic Mini Snow Edition,ATX Mid Tower,White,None,Tempered Glass,43,2,54,
Phanteks XT PRO ULTRA,ATX Mid Tower,White,None,Tempered Glass,51.8,2,6,79.99
Jonsbo T9,Mini ITX Desktop,Black / Brown,None,Mesh,11.3,0,0,
Aerocool P500C,ATX Mid Tower,Black,None,Tempered Glass,54,2,2,
Corsair iCUE 4000X RGB,ATX Mid Tower,Black,None,Tempered Glass,48.6,2,60,
Thermaltake Versa H18,MicroATX Mini Tower,Black,None,Tempered Glass,30.4,2,66,54.99
Thermaltake TR100,Mini ITX Desktop,Green / Black,None,Mesh,20.6,0,1,129.99
Fractal Design Torrent RGB,ATX Mid Tower,Black,None,Tinted Tempered Glass,69.8,2,13,199.99
Corsair 2000D AIRFLOW,Mini ITX Tower,Black,None,Mesh,24.8,0,4,
Thermaltake Versa H17,MicroATX Mini Tower,Black,None,None,30.4,2,27,49.99
Lian Li O11 Dynamic Mini,ATX Mid Tower,Black,None,Tempered Glass,43,2,44,
Cooler Master Q300L V2,MicroATX Mini Tower,Black,None,Tempered Glass,34.1,1,3,61.99
Montech AIR 903 BASE,ATX Mid Tower,White,None,Tempered Glass,54.2,2,8,64.9
Jonsbo Jonsplus Z20,MicroATX Desktop,Orange / Black,None,Tempered Glass,25.3,1,5,104
Silverstone FLP01,HTPC,White,None,None,27.1,1,0,
Asus Prime AP201,MicroATX Mini Tower,White,None,Mesh,33,3,17,78.98
Thermaltake The Tower 250,Mini ITX Tower,Black,None,Tempered Glass,42.7,1,3,119.99
Cooler Master MasterBox NR200P V2,Mini ITX Desktop,White,None,Mesh,20.1,1,2,131.52
Jonsbo C6-ITX,Mini ITX Desktop,White,None,Mesh,15.9,1,1,63
HYTE X50 Air,ATX Mid Tower,Black,None,Mesh,63.1,1,0,99.99
Lian Li Lancool 207 Digital,ATX Mid Tower,Black,None,Tempered Glass,45.5,2,4,
MSI MAG PANO 100R PZ,ATX Mid Tower,White,None,Tempered Glass,72.5,2,3,129.95
darkFlash DB330M,MicroATX Mini Tower,White,None,Tempered Glass,29,1,2,69.98
Antec VSK3000E U3,MicroATX Mini Tower,Black,None,None,24.8,2,0,
Fractal Design Era 2,Mini ITX Tower,Black / Brown,None,Mesh,19,0,2,212.92
Jonsbo D41 MESH,ATX Mid Tower,Black,None,Tempered Glass,35.4,2,0,99
Phanteks Enthoo Pro 2 Server Edition,ATX Full Tower,Black,None,Tempered Glass,78,4,1,186.98
Jonsbo C6 Handle,MicroATX Mini Tower,Black,None,Mesh,15.9,1,4,64
SAMA SV01,ATX Mid Tower,White,None,Tempered Glass,43.5,2,2,74.99
Corsair 3500X,ATX Mid Tower,White,None,Tempered Glass,55.9,2,1,99.99
Aerocool Skribble,ATX Mid Tower,Black,None,Tempered Glass,42,2,0,
darkFlash DY470,ATX Mid Tower,Black,None,Tempered Glass,70.1,2,1,
Thermaltake Versa H16 ARGB,MicroATX Mini Tower,White,None,Tempered Glass,33,2,2,69.99
be quiet! Light Base 500,ATX Mid Tower,Black,None,Tempered Glass,57.4,2,0,99.9
Fractal Design Define 7 XL Dark,ATX Full Tower,Black,None,Tinted Tempered Glass,82,6,5,254.99
Corsair 3200D RS,ATX Mid Tower,Black,None,Tempered Glass,49.6,1,0,69.98
Jonsbo Jonsplus Z20,MicroATX Desktop,White,None,Tempered Glass,25.3,1,0,99
Zalman P10,MicroATX Mini Tower,White,None,Tempered Glass,,2,1,52.28
Cooler Master N400,ATX Mid Tower,Black,None,None,40.2,7,14,79.99
HYTE X50,ATX Mid Tower,Pink,None,Tempered Glass,63.1,1,0,129.99
Deepcool CG530,ATX Mid Tower,Black,None,Tinted Acrylic,50,2,0,
NZXT H5 Flow ,ATX Mid Tower,Black,None,Tempered Glass,47,1,52,
Corsair FRAME 4000D Vault Series,ATX Mid Tower,Black / Purple,None,Tempered Glass,56.7,1,0,139.99
NZXT H9 Flow RGB ,ATX Mid Tower,Black,None,Tinted Tempered Glass,76.7,2,0,139.99
MUSETEX K2,ATX Mid Tower,Black,None,Tempered Glass,44.4,2,0,74.98
Asus A31 PLUS,ATX Mid Tower,Black,None,Tempered Glass,52.9,2,0,179.58
NZXT H9 Elite,ATX Mid Tower,Black,None,Tempered Glass,66.9,2,6,
HYTE X50,ATX Mid Tower,Black,None,Tempered Glass,63.1,1,1,129.99
Asus TUF Gaming GT501,ATX Mid Tower,Black / Gray,None,Tempered Glass,75.5,4,12,169.99
NZXT H510 Elite,ATX Mid Tower,White / Black,None,Tempered Glass,41.3,2,81,125.97
SAMA V40,ATX Mid Tower,White,None,Tempered Glass,47.9,3,0,59.99
Lian Li O11 Air Mini,ATX Mid Tower,Black,None,Tempered Glass,44.2,4,41,
be quiet! Dark Base Pro 901,ATX Full Tower,Black,None,Tempered Glass,94.5,2,5,
Deepcool MACUBE 110,MicroATX Mini Tower,Black,None,Tempered Glass,38.8,2,14,
Gigabyte C201 PANORAMIC,MicroATX Mid Tower,Black,None,Tempered Glass,82.5,2,1,136.66
Fractal Design North XL RC,ATX Full Tower,Black,None,Tinted Tempered Glass,61.4,2,0,194.99
Fractal Design North XL,ATX Full Tower,White,None,Mesh,61.4,2,3,194.99
Okinos Mirage 4,MicroATX Mini Tower,Black,None,Tempered Glass,33.9,1,0,59.99
Cooler Master Elite 681,ATX Mid Tower,Black,None,Tempered Glass,48.5,1,1,
KOLINK STRONGHOLD,ATX Mid Tower,Black,None,Tinted Tempered Glass,,3,4,
Cooler Master Elite 301,MicroATX Mid Tower,Black,None,Tempered Glass,34.1,1,8,
be quiet! Light Base 900 DX,ATX Full Tower,Black,None,Tempered Glass,84.2,1,2,159.9
Aerocool CS-107 RGB,MicroATX Mini Tower,Black,None,Tempered Glass,23.7,1,0,
CiT F3 ARGB,MicroATX Mid Tower,Black,None,Tempered Glass,25.5,2,1,
Phanteks Eclipse G400A,ATX Mid Tower,Black,None,Tempered Glass,59.4,2,2,179.99
Phanteks NV7,ATX Full Tower,Black,None,Tempered Glass,78.9,2,6,
iBuypower Element 9,ATX Mid Tower,Black,None,Tempered Glass,49.2,2,1,94.99
Jonsbo V12,MicroATX Desktop,Black / Brown,None,Tempered Glass,23.2,2,0,138.99
Fractal Design Torrent,ATX Mid Tower,Black,None,None,69.8,2,8,204.99
Deepcool MATREXX 40 3FS,MicroATX Mini Tower,Black,None,Tempered Glass,,2,7,
MSI MAG PANO 110R PZ,ATX Mid Tower,White,None,Tempered Glass,45.8,4,0,92.99
Vetroo AL900,ATX Mid Tower,Pink,None,Tempered Glass,48.1,0,2,79.98
Fractal Design Meshify 3,ATX Mid Tower,Black,None,None,50.3,2,0,154.99
HYTE Y40,ATX Mid Tower,White,None,Tempered Glass,49.7,1,4,109.99
HYTE Y60,ATX Mid Tower,White / Black,None,Tempered Glass,60,2,39,159.99
Asus GX601,ATX Full Tower,White / Black,None,Tempered Glass,83.5,2,2,289.99
Okinos Aqua 3 Air,MicroATX Mini Tower,Black,None,Tempered Glass,28.8,2,0,52.99
HYTE Y70,ATX Mid Tower,Black / Red,None,Tempered Glass,70.7,2,1,199.99
Montech SKY TWO,ATX Mid Tower,Black,None,Tempered Glass,45.3,2,18,89.9
ZZEW A1 Plus,Mini ITX Tower,Silver,None,Mesh,5.8,0,2,
be quiet! Pure Base 600,ATX Mid Tower,Black,None,None,50.9,3,3,104.9
Sliger CX4713,Rackmount 4U,Black,None,None,54.4,10,0,459
SAMA V40,ATX Mid Tower,Black,None,Tempered Glass,47.9,3,1,64.98
Asus Prime AP201,MicroATX Mini Tower,White,None,Tempered Glass,33,3,11,84.99
KOLINK VOID RGB,ATX Mid Tower,Black,None,Tempered Glass,,2,2,
Lian Li LANCOOL 205 Mesh C,ATX Mid Tower,Black,None,Tempered Glass,41.3,2,4,114.99
Deepcool CH260,MicroATX Desktop,White,None,Tempered Glass,30.8,1,1,
Fractal Design Pop Silent,ATX Mid Tower,Black,None,None,46.2,2,2,84.99
Jonsbo D31 MESH,MicroATX Mini Tower,Black,None,Tempered Glass,31.3,1,7,87.99
NCASE M1,Mini ITX Tower,Black,None,None,13.9,2,31,
Antec AX20,ATX Mid Tower,Black,None,Tempered Glass,33.4,2,1,
Aerocool CS-103,MicroATX Mini Tower,Black,None,None,26.4,2,0,
Deepcool CH370,MicroATX Mid Tower,Black,None,Tempered Glass,38.3,2,21,
Xigmatek Master X,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
Fractal Design Define 7 Compact,ATX Mid Tower,Black,None,None,42.5,2,5,124.99
Fractal Design Pop Mini Air,MicroATX Mid Tower,White,None,Tempered Glass,36.5,2,31,99.99
Jonsbo TK-0,Mini ITX Desktop,White,None,Tempered Glass,16.4,1,1,133
Vetroo AL800,ATX Mid Tower,Pink,None,Tempered Glass,46.4,2,0,59.99
Fractal Design Epoch,ATX Mid Tower,Black,None,Tinted Tempered Glass,45.1,2,0,109.99
Okinos Cypress 3 ARGB,MicroATX Mini Tower,Black,None,Tempered Glass,31.4,2,0,59.99
Silverstone SG05-LITE,Mini ITX Desktop,Black,None,None,10.7,1,5,74.14
Jonsbo Jonsplus Z20,MicroATX Desktop,Pink / White,None,Tempered Glass,25.3,1,6,104
Corsair 4000D Airflow,ATX Mid Tower,Black,750 W,Tempered Glass,48.6,2,1,
Okinos Aqua 7 ARGB,ATX Mid Tower,Black,None,Tempered Glass,44.5,2,0,79.98
Cooler Master MasterBox NR200P,Mini ITX Desktop,Black,None,Tempered Glass,20.3,2,64,
KOLINK Citadel Mesh,MicroATX Mini Tower,Black,None,Tempered Glass,34.5,2,8,
Rosewill FBM-X3,MicroATX Mid Tower,Black,650 W,Mesh,37,2,1,89.99
Corsair 3500X LX-R RGB iCUE LINK,ATX Mid Tower,Black,None,Tempered Glass,55.9,2,0,159.99
HAVN BF 360 Flow,ATX Mid Tower,White,None,Tempered Glass,68.4,2,0,229.99
Corsair iCUE LINK 6500X RGB,ATX Mid Tower,White,None,Tempered Glass,78.3,2,0,269.99
Corsair iCUE 4000X RGB,ATX Mid Tower,White,None,Tempered Glass,48.6,2,41,
Fractal Design Meshify 2 Compact TG Light Tint,ATX Mid Tower,Black,None,Tempered Glass,42.3,2,36,134.99
Phanteks NV9,ATX Full Tower,Black,None,Tempered Glass,99,3,0,
darkFlash DK352,ATX Mid Tower,Black,None,Tempered Glass,43.1,2,0,
Thermaltake S100,MicroATX Mini Tower,Black,None,Tempered Glass,,2,6,
be quiet! Light Base 900 DX,ATX Full Tower,White,None,Tempered Glass,84.2,1,1,126.95
Asus ProArt PA401 Wood Edition,ATX Mid Tower,Black,None,Tempered Glass,46.6,2,3,125.99
Corsair FRAME 4500X LX-R RGB iCUE LINK,ATX Mid Tower,White,None,Tempered Glass,58.7,1,0,159.99
Rosewill Helium NAS,ATX Mid Tower,Black,None,Mesh,,10,0,89.99
Silverstone SUGO 14,Mini ITX Desktop,Black / Yellow,None,None,19.5,0,2,98.18
Thermaltake Core V1,Mini ITX Desktop,Black,None,None,22.4,2,113,
Lian Li LANCOOL III,ATX Mid Tower,Black,None,Tempered Glass,65.5,4,9,
darkFlash DS900,ATX Mid Tower,Black,None,Tempered Glass,43,2,0,
Fractal Design Meshify 2,ATX Mid Tower,Black,None,Tinted Tempered Glass,61.7,6,9,174.99
Deepcool CH170 DIGITAL,Mini ITX Tower,Black,None,Mesh,19,1,1,
Corsair iCUE 5000T LX RGB,ATX Mid Tower,Black,None,Tempered Glass,74.5,2,1,364.99
Jonsbo T6,Mini ITX Tower,Black / Brown,None,None,13.7,0,3,
HAVN BF 360,ATX Mid Tower,Black,None,Tempered Glass,68.4,2,0,179.99
Corsair iCUE 4000D RGB AIRFLOW,ATX Mid Tower,White,None,Tempered Glass,48.6,2,5,149.99
Zalman T6,ATX Mid Tower,Black,None,None,32.4,2,3,49.99
ARCTIC Xtender,ATX Mid Tower,Black,None,Tinted Tempered Glass,64.6,1,0,119.99
APNX V1,ATX Mid Tower,Black,None,Tempered Glass,70.4,2,1,89.99
KOLINK Observatory HF Mesh ARGB,ATX Mid Tower,Black,None,Tempered Glass,35,4,2,
SSUPD Meshroom S V2 w/PCIe 4.0 Riser,MicroATX Mini Tower,Black,None,Mesh,14.9,2,1,
GAMDIAS TALOS E3,ATX Mid Tower,Black,None,Tempered Glass,,2,2,
Antec Performance 1 FT,ATX Full Tower,Black,None,Tempered Glass,62.7,2,4,129.99
Phanteks NV7,ATX Full Tower,White,None,Tempered Glass,78.9,2,1,212.99
Corsair iCUE 220T RGB Airflow,ATX Mid Tower,Black,None,Tempered Glass,37.3,2,62,179.99
Cooler Master MasterBox TD500 Mesh V2,ATX Mid Tower,White,None,Tempered Glass,52.4,2,0,117.99
Corsair iCUE 7000X RGB,ATX Full Tower,White,None,Tempered Glass,81.8,6,2,359.99
MSI MPG GUNGNIR 110R,ATX Mid Tower,Black,None,Tempered Glass,,2,19,
Fractal Design Define 7 Mini,MicroATX Mini Tower,Black,None,None,33.2,2,3,119.99
TRYX FLOVA F50,ATX Mid Tower,Black,None,Tempered Glass,57.8,4,0,149.99
Fractal Design Pop 2 Air,ATX Mid Tower,Black,None,None,47.8,1,0,89.99
Lian Li SUP01,ATX Mid Tower,White,None,Tempered Glass,45.7,2,4,69.99
Lian Li O11 Vision Chrome,ATX Mid Tower,Black,None,Tinted Tempered Glass,67.8,2,4,
Antec FLUX SE,ATX Mid Tower,Black / Brown,None,None,58.1,2,1,94.99
Fractal Design Mood,Mini ITX Tower,Gray,None,Mesh,20.4,1,0,164.99
Thermaltake A500,ATX Mid Tower,Silver / Black,None,Tempered Glass,67.4,6,0,
In Win CE685.FH300TB3,MicroATX Slim,Black,300 W,None,11.8,1,2,117.99
TRYX FLOVA F50,ATX Mid Tower,Pink,None,Tempered Glass,57.8,4,2,149.99
Phanteks XT M3 M25,MicroATX Mid Tower,White,None,Tempered Glass,40,1,4,
Razer Tomahawk Mini-ITX,Mini ITX Tower,Black / Green,None,Tinted Tempered Glass,,0,1,99.99
Asus Prime AP202,MicroATX Mid Tower,Black,None,Tempered Glass,47.9,2,1,
ENDORFY Ventum 200 ARGB,ATX Mid Tower,Black,None,Tempered Glass,35.4,1,1,
Asus A31,ATX Mid Tower,White,None,Tempered Glass,52.9,2,0,79.98
Fractal Design Meshify 3 XL,ATX Full Tower,Black,None,Tinted Tempered Glass,72.6,2,0,184.99
be quiet! Light Base 500 LX,ATX Mid Tower,Black,None,Tempered Glass,57.4,2,1,117.5
Asus TUF Gaming GT502 Horizon,ATX Mid Tower,Black,None,Tempered Glass,57.2,4,1,176.99
Nanoxia NXDS4B,MicroATX Mini Tower,Black,None,None,,6,6,
iBuypower Trace 7 Mesh Pro ARGB,ATX Mid Tower,Black,None,Tempered Glass,51.8,2,3,94.99
Antec C8,ATX Full Tower,White,None,Tempered Glass,66.9,2,9,
Corsair 2500D Airflow,MicroATX Mini Tower,Black,None,Tempered Glass,54.8,2,0,159.99
Thermaltake View 380 XL TG ARGB,ATX Mid Tower,Black,None,Tempered Glass,63.6,1,1,119.99
Corsair 2000D RGB AIRFLOW,Mini ITX Tower,Black,None,Mesh,24.8,0,1,
MSI MPG VELOX 300R AIRFLOW PZ,ATX Mid Tower,Black,None,Tempered Glass,59,2,0,129.99
Thermaltake View 270 Plus TG ARGB,ATX Mid Tower,Blue,None,Tempered Glass,47.6,2,0,79.98
Cooler Master Elite 490,MicroATX Mini Tower,Black,None,Tempered Glass,39.2,1,0,
Corsair 7000D AIRFLOW,ATX Full Tower,White / Black,None,Tempered Glass,81.8,6,7,289.99
MSI MPG GUNGNIR 300R AIRFLOW,ATX Mid Tower,Black,None,Tempered Glass,60.5,2,0,169.99
Antec CX600M ARGB,MicroATX Mini Tower,Black,None,Tempered Glass,46.8,1,2,
Geometric Future Model 5,ATX Mid Tower,Black / Gray,None,Tempered Glass,51.1,2,5,129.9
Corsair iCUE LINK 3500X RGB,ATX Mid Tower,White,None,Tempered Glass,55.9,2,3,133.83
Corsair 5000D AIRFLOW,ATX Mid Tower,White / Gray,None,Tempered Glass,66.2,2,24,
Silverstone FARA H1M,MicroATX Mini Tower,Black,None,Tempered Glass,30.1,2,2,69.98
Phanteks NV5 MKII,ATX Mid Tower,White,None,Tempered Glass,60.2,3,3,99.99
HP OMEN 45L,ATX Mid Tower,Black,None,Tempered Glass,53.2,2,0,
Zalman S3,ATX Mid Tower,Black,None,Acrylic,38.4,2,5,52.98
Fractal Design Pop 2 Air RGB,ATX Mid Tower,Black,None,Tempered Glass,47.8,1,0,89.99
Thermaltake The Tower 300,MicroATX Mini Tower,White,None,Tempered Glass,53,3,7,149.99
Lian Li PC-O11 Dynamic Razer,ATX Full Tower,Black,None,Tempered Glass,54,3,38,
KOLINK Observatory MX Mesh ARGB,ATX Mid Tower,Black / White,None,Tempered Glass,30.8,2,1,
Fractal Design Meshify 2 Nano,Mini ITX Tower,White,None,Tempered Glass,29.3,1,1,299.2
Corsair 6500X,ATX Mid Tower,Black,None,Tempered Glass,78.3,2,0,
GAMDIAS AURA GC1 ELITE,ATX Mid Tower,Black,None,Tempered Glass,34.7,2,3,
Antec VSK4000E U3,ATX Mid Tower,Black,None,None,,5,4,
Sliger CX3152a,Rackmount 3U,Black,None,None,21.8,0,0,219
Lian Li LANCOOL 205M MESH,MicroATX Mini Tower,White,None,Tempered Glass,33.8,2,9,98.79
be quiet! Pure Base 501 DX,ATX Mid Tower,Black,None,Tempered Glass,48.1,2,0,110.27
Sliger CX2130a,Rackmount 2U,Black,None,None,12.5,0,0,199
GAMDIAS ATLAS M1,ATX Mid Tower,Black,None,Tempered Glass,41,1,1,83.75
MSI MPG GUNGNIR 100,ATX Mid Tower,Black,None,Tempered Glass,60.8,2,5,
Fractal Design Pop Air,ATX Mid Tower,White,None,Tempered Glass,46.2,2,12,99.99
GameMax Storm 2 AB,ATX Mid Tower,Black,None,Tempered Glass,34.7,3,0,59.87
Phanteks Enthoo Pro 2 Server Edition,ATX Full Tower,Black,None,None,78,4,0,181.98
Montech SKY TWO GX,ATX Mid Tower,White,None,Tempered Glass,49.5,2,1,95
Phanteks Eclipse P300A Mesh,ATX Mid Tower,Black,None,Tempered Glass,36.4,2,59,
Lian Li Lancool II Mesh,ATX Mid Tower,Black,None,Tempered Glass,54.1,3,63,
NZXT H7 Flow ,ATX Mid Tower,Black,None,Tempered Glass,55.8,2,33,
Fractal Design Era 2,Mini ITX Tower,Silver / Brown,None,Mesh,19,0,0,219.99
Corsair 3000D RGB AIRFLOW,ATX Mid Tower,White,None,Tempered Glass,49.5,2,1,99.99
Antec FLUX PRO,ATX Full Tower,White / Brown,None,Tempered Glass,70.8,4,1,183.99
Aerocool Trinity Mini V2,MicroATX Mini Tower,Black,None,Tempered Glass,28.1,2,3,106.89
Lian Li SUP01,ATX Mid Tower,Black,None,Tempered Glass,45.7,2,3,79.99
Corsair AIR 5400 RS-R ARGB,ATX Mid Tower,White,None,Tempered Glass,74.6,1,1,204.99
Corsair 2500D Airflow,MicroATX Mini Tower,White,None,Tempered Glass,54.8,2,1,105.64
Gigabyte C500 PANORAMIC STEALTH,ATX Mid Tower,Black,None,Tempered Glass,50.6,2,0,185.4
NZXT H5 Flow ,ATX Mid Tower,White,None,Tempered Glass,47,1,30,
NZXT H510i,ATX Mid Tower,White,None,Tempered Glass,41.3,2,67,
Cooler Master MasterBox 600,ATX Mid Tower,Black,None,Tempered Glass,52.4,2,0,
Cooler Master Elite 690 Wood,ATX Mid Tower,Black / Brown,None,Tempered Glass,43,1,0,94.99
Montech Heritage PRO,MicroATX Mid Tower,Black,None,Tempered Glass,41.5,1,3,
Thermaltake Core V21,MicroATX Mini Tower,Black,None,Acrylic,45.6,3,129,
Corsair iCUE 5000X RGB,ATX Mid Tower,Black,None,Tempered Glass,66.2,2,24,
Corsair Carbide Series SPEC-DELTA RGB,ATX Mid Tower,Black,None,Tempered Glass,41.6,2,46,
Deepcool MATREXX 50 ADD-RGB 4F,ATX Mid Tower,Black,None,Tempered Glass,44.5,2,16,
Montech SKY TWO GX,ATX Mid Tower,Black,None,Tempered Glass,49.5,2,7,89
HYTE Y70,ATX Mid Tower,Blue,None,Tempered Glass,70.7,2,0,199.99
be quiet! Silent Base 802,ATX Mid Tower,Black,None,Tempered Glass,83.8,3,7,199.9
Jonsbo D32 STD,MicroATX Desktop,Black,None,Tempered Glass,25.7,1,0,
Silverstone RM51,Rackmount 5U,Black,None,None,51.3,2,0,452.63
GameMax Defender MB,MicroATX Mini Tower,Black,None,Tempered Glass,43.6,2,0,55.98
Fractal Design Torrent Compact RGB,ATX Mid Tower,Black,None,Tinted Tempered Glass,46.7,1,11,184.99
Thermaltake TR100,Mini ITX Desktop,White,None,Mesh,20.6,0,3,129.99
Jonsbo BO400,ATX Mid Tower,Gray / Black,None,Tempered Glass,72.1,4,0,296.99
Fractal Design Meshify C,ATX Mid Tower,Black,None,None,40.6,2,22,99.99
Antec AX67 ARGB,ATX Mid Tower,,None,Tempered Glass,36.4,2,0,
Corsair 3000D AIRFLOW,ATX Mid Tower,White,None,Tempered Glass,49.5,2,1,72.59
Jonsbo TK-3,ATX Mid Tower,Black,None,Tempered Glass,52.3,2,4,119.99
Lian Li LANCOOL III,ATX Mid Tower,White,None,Tempered Glass,65.5,4,3,
Fractal Design Epoch XL,ATX Full Tower,Black,None,None,61.4,2,0,129.99
Lian Li LANCOOL III RGB,ATX Mid Tower,White,None,Tempered Glass,65.5,4,4,194.99
Cougar Duoface Pro RGB,ATX Mid Tower,Black,None,Tempered Glass,55.4,2,1,101.98
Corsair 6500D Airflow,ATX Mid Tower,Black,None,Tempered Glass,78.3,2,0,
Sliger CX4170a,Rackmount 4U,Black,None,None,33.1,3,0,249
Corsair iCUE 4000D RGB AIRFLOW,ATX Mid Tower,Black,None,Tempered Glass,48.6,2,13,149.99
Cooler Master QUBE 540,ATX Mid Tower,Gray,None,Tempered Glass,48.6,1,0,69.98
Silverstone SG13 V2,Mini ITX Tower,Black,None,None,11.5,1,8,73.45
Asus A21,MicroATX Mini Tower,Black,None,Tempered Glass,44,2,7,75.98
be quiet! Light Base 900 FX,ATX Full Tower,White,None,Tempered Glass,84.2,1,0,189.9
Corsair FRAME 4000D RS,ATX Mid Tower,White,None,Tempered Glass,56.7,2,0,84.99
Thermaltake Versa H16 ARGB,MicroATX Mini Tower,Black,None,Tempered Glass,33,2,4,65.98
Asus TUF Gaming GT502 Horizon ARGB,ATX Mid Tower,Black,None,Tempered Glass,57.2,4,0,292.64
Thermaltake The Tower 250,Mini ITX Tower,Green / Black,None,Tempered Glass,42.7,1,0,89.99
Silverstone GD09 Type-C,HTPC,Black,None,Mesh,26.5,2,1,121.2
GAMDIAS ATLAS E1,ATX Mid Tower,Black,None,Tempered Glass,36.3,1,0,49.99
MSI MAG FORGE 100M,ATX Mid Tower,Black,None,Tempered Glass,44.1,2,0,
Antec CX200M RGB ELITE,MicroATX Mini Tower,Black,None,Tempered Glass,28.8,2,5,
PC Cooler I100 PRO MESH,Mini ITX Desktop,Gray,None,Mesh,7.5,1,0,
PC Cooler K101 MESH,Mini ITX Desktop,Black,None,Mesh,12,0,0,
Corsair 3200D RS ARGB,ATX Mid Tower,Black,None,Tempered Glass,49.6,1,0,79.98
Cooler Master Elite 481 Wood,MicroATX Mini Tower,Black / Brown,None,Tempered Glass,44.3,1,0,
ENDORFY Ventum 200 Air,ATX Mid Tower,Black,None,Tempered Glass,35.4,1,1,
GAMDIAS ATHENA M3,ATX Mid Tower,Black,None,Tempered Glass,45.1,2,2,
Montech HS02 Pro,ATX Mid Tower,Black,None,Tempered Glass,55.3,2,2,99.9
NZXT H5 Flow RGB ,ATX Mid Tower,White,None,Tempered Glass,47,1,6,119.99
Deepcool CC560 ARGB V2,ATX Mid Tower,,None,Tempered Glass,44.9,2,1,
Thermaltake View 91,ATX Full Tower,Black,None,Tempered Glass,153.3,12,2,
GameMax M60,MicroATX Mid Tower,Black,None,Mesh,29.4,2,1,44.97
be quiet! Shadow Base 800 FX,ATX Mid Tower,Black,None,Tempered Glass,70.9,2,6,
MSI MAG FORGE 130A AIRFLOW,ATX Mid Tower,Black,None,Tempered Glass,43,2,0,
iBuypower Slate 9 Mesh,ATX Mid Tower,Black,None,Tempered Glass,53.4,1,0,104.99
